小猪大侠,作为话剧5星，作为电影勉强3星。电影感欠佳是一个方面，最早看话剧剧本的时候，就觉得一曼这个角色写得也太简单粗暴了，使用性太强，一言一行皆在让观众发笑或是落泪，转折跟逻辑都不够通顺。电影则更放大了这种不适感。但女演员确实挺棒的。扣一星给这赤裸裸的圈钱动机和国内这该死的电影工业。,较差
徐若风,粗暴。走进影院去看话剧，却不走进影院去看电影。比创作者不管两者间媒介形式差异乱作一通更尴尬的是这些糊满小聪明的笑点和人物走向。唯一拿的出手的就是剧本中对多重主题的深度挖掘和解读空间，一出官僚与知识分子现形记，借民国讽今教育和潜规则，讴歌女性自由。然而不可能只要立意好，就是好作品。,还行
搪昂昂昂瓷,作为一部荒诞喜剧片，本片的笑料绝对是够的。虽然有一些看起来比较“污”的段子，但是贱而不淫，丝毫不让人觉得低级。相反，整部影片倒给人一种干干净净的清爽感，几段感情戏都拍的让人心动。因为话剧改编的缘故，故事的幕间分隔有些明显，但演员的表演削弱了话剧感，也算自然。【任素汐的歌声真心棒！,力荐
谢谢你们的鱼,非常正点的黑色幽默和荒诞的乡村魔幻现实主义，整部电影的调子很撒，段子很荤，路子很野，故事上有莫泊桑的味道，讽刺加隐喻，上次让人感受到这些的观影体验还是当年的《杀生》。总体上是一部很值得一看的喜剧，新导演技法的生疏和信息处理的失衡可以被原谅。PS：主题曲真的是太有味道了。,推荐
亵渎电影,如果话剧改编电影可以这样的话，人艺之类的以后岂不是可以赚一笔了，用电影的标准看，这片子一颗星都嫌多，说它成功，只会带坏了未来话剧改编电影的风气，当一场话剧的标准看，这玩意儿倒是可圈可点。,很差
子子,不予评价吧。剧作、故事都挺牛的，就是感觉自己受到了伤害。反正对于工作了一天的自己来说，真的不想看这样的片。心累。
圣诞,普通观众全嗨了，说这才是国产佳作;电影专业人员全崩溃了，说这是舞台剧不算是电影。讲真，我觉得当一个作品只剩下它的形式能被人吐槽的时候，已经足以证明其成功。不管它是啥，哪怕我是去电影院看话剧了，我还是觉得，甚好，没错过这个乌龙甚好。,力荐
bamboo,悲叹的是被压迫的是女性，欣慰的是觉醒的也是女性,推荐
玻璃芦苇,比夏洛特好看太多,推荐
瓦开跑,很低级的喜剧，讽刺性流于表面，很多段子都是春晚小品级，台词特别水。话剧那种腔调的表演方式一成不变地照搬进电影，演员就会显得用力过猛，一个个都在扯着嗓门喊，搞得我看完脑子都是嗡的。倒是驴得水的侧颜挺像陈羽凡的。,较差
birds,如果懂得中国人的不讲原则聪慧利己，看透历史的反复吊诡悲喜交加。电影经过女性自由的转折，以后则全在解构悲悼历史。它厉害的是道出了曹雪芹所指女性审美在文化中的缺乏，“驴”得“水”，（男性的贪恶屈服对照女性的自由烂漫），“水”最后却又被压榨废弃，暴戮的未来便可预见。不喜剧，倒实悲。,力荐
崔小钱,开头好多的黄段子看得就不舒服，趁着有电话要接就直接出了电影院不回头了,较差
扭腰客,不是烂片，但看完后，却比烂片还让人不舒服。不仅仅是极端环境下的极端罪恶，也不仅仅是那些已经摆在面子上的“讽刺”，而是所有的男人对一个女人的伤害，所有的愚昧对人性的强奸。我相信，看完后产生心理和生理双重不适的观众，不仅仅是我一个。,还行
刘小黛,教育圈的蛮荒故事，市井官僚的党同伐异。知识分子都爱去延安，彰显自己的文化品性。背景嫁接民国，更能暗自反讽，只是还是将现实剥落，批评得明显透彻。这样的讽刺小品能上映，还真挺难能可贵。,推荐
乌鸦火堂,典型的一步错步步错的“U-turn”类型。舞台剧改编，蒙太奇不明显，但随之而来的优点就是很工整，戏剧冲突不断，用一个谎言去圆另外一个谎言，矛盾冲突叠加，前面阴差阳错的笑料不断，后30分钟大爆发，讽刺味道浓厚，很像当年的《阿满》喜剧，最后有些过火，女教师是亮点，个人最喜欢满嘴跑火车的校长,推荐
大奇特(Grinch),借古讽今，话剧底子确实好。但改电影问题就来了，原版人马受戏剧空间和舞台表演太多束缚，再怎么靠电影技巧修饰都是依葫画瓢，导演技巧为零，成了个《开心麻花剧院现场》…不可否认，演员表演熟练，但那是一种话剧表演的熟练，感情不饱满。话剧看演员，电影看导演，道理就在于此。,还行
法兰西胶片,话剧人转电影人最大的难度不是对影像感的参透，而是话剧戏剧与电影戏剧的置换节奏，当我们说一部电影“话剧腔”或者“表演靠吼”的时候，其实是说你没有为他们留白。嚼戏上瘾，就会对角色转变前后的突兀产生无视感。《驴得水》是好戏，海啸般的信息量，猛戳国人劣根性，吊，可看到最后我不再相信。,还行
九只苍蝇撞墙,有胆量给当代中国历史尤其是49年以后中国群众史写整体寓言的中国电影仅此一部。这剧作是达里奥·福的水准。它不是关于某个阶层的讽刺，而是虚妄理想主义和阴暗龌龊个人私欲交织乱炖而成的一锅屎汤，整个中国都溺毙在里面。像不像电影已经不重要，就是野茶馆说的评书我也会给五星。,力荐
影志,还以为《夏洛特烦恼》老一套都市轻喜剧，结果深度过头了，一个多小时都有些不适应。好在最后剪不断理还乱、一个谎言十来圆的“人生镜花缘”，不再开口的张一曼，让这个有些轻狂、癫狂和痴狂的悲剧故事，有了温度和忧伤。“我要美丽的衣裳，为你对镜贴花黄”,推荐
獨孤島主,无限同意@小猪大侠 的说法，舞台剧照搬上银幕，如果依然不能解决人物发展的合理性，看上去跟小品荟萃也就没什么区别，作为喜剧的电影，片中人到最后靠cos马景涛来维持实在太让人遗憾了，这种浮躁，其实是创造出这部电影的人自身心态的反映，有一说一，布景道具还挺像样的。,较差
锐利修蕊,看之前没想到开心麻花的第二部就已经如此生猛。看完后心情久久无法平复，这是尽头。我不懂为什么我们可以允许烂片烂题材烂明星烂导演的存在，却要对话剧取材的电影如此苛刻。喷没有电影语言的请认真看下几个空镜，别犯“干大事就不拘小节”的毛病。最可怕的是后排的孩子在看到惩罚的时候脱口而出坐牢。,力荐
芦哲峰,讲个笑话，你可别哭。有部话剧，长得不错，以为自己是电影。,还行
沐梵,讲个笑话，你可别哭。确实有笑有泪。镜头感差，全靠剧本死撑，挑几处刺：1冲突太密集，张弛度欠奉，滚雪球滚到后面都飞了。2人物崩坏。人出于自尊和自私显露阴暗面很正常，但裴魁山和铜匠两人由爱转恨太生硬，伤害一个真正喜欢过的人怎么能这么毫不犹豫？3喜剧的忧伤，忧伤并不是来源于绝望。,还行
鳕了了,脏,很差
caesarphoenīx,万达CBD店2016.10.29.2:45pm 建议看到四五十分钟时离场（即第一次欺骗完成时），后面就是最媚俗的意识形态导致的闹剧了。,很差
Dr.Ray,无功无过的话剧搬电影，包括一直不太喜欢的结尾闹剧。但其实也足够让我期待这部电影能让更多人关注话剧与剧场了。另希望任素汐与《我要你》快快借着这股东风火了吧！真的等太久了。,推荐
大瘦瘦,这是一部非常适合今年十一公映的电影，但如果真的国庆档也就死定了（我当然不是指票房）。“钦差大臣”这种经典梗一辈子不会过时，还是要看怎么处理。那么明显飘扬着民国国旗应该是大陆电影院里的第一次吧，当然大家笑声最大的还是最后字幕上的“回延安”！,还行
奔跑忘记忧伤,可以看出来剧本确实不错，黑色幽默，隐喻，讽刺。。。。然而导演处理得不好，效果大打折扣，很多人物之外的信息都没有恰当的通过拍摄展现出来，都过于话剧化。,推荐
猫饭嗷地一声,没感觉到有深度，只觉得刻意到让人讨厌。尤其是一曼被骂部分，令人心生嫌恶。人物性格转变得太突兀。很不喜欢，看得很不舒服。这可能就是我不爱看话剧的原因吧。讲真，无论是观赏性还是愉悦度都不如《夏洛特烦恼》，最起码人家看着心里是舒服的。,很差
邓安庆,因为《夏洛特烦恼》本来有点抗拒开心麻花的电影，看了后感觉比前者好太多了。话剧舞台风还是很明显的，又荒诞又心疼。演员真是个顶个的，好喜欢任素汐。,推荐
传统捍卫者,反应一个深刻主题就能成为一个深刻电影吗？那么电影与其他艺术形式又有什么分别？,较差
河狸,开心麻花的第二部电影，相比《夏洛特烦恼》的无厘头搞笑，本片走的是黑色幽默的路子，所以显得格调更高，商业之中带有一点文艺的气质。影片前半部让人笑声不断，后半部让人心酸落泪。真的如同广告语所说，这是一个让人流泪的笑话。而采用话剧原班人马，不使用大牌明星这一点也相当值得尊敬。五星推荐！,力荐
海宁,前半段抖包袱全是为了后半段的严肃沉重做铺垫，最核心的估计就是小女孩片尾的那句“过去的就这么过去了，以后还会更糟糕（大意）”，社会性比夏洛特烦恼要强,力荐
翠西○ o O,“舞台真实”和“大荧幕真实”真的完全不是一回事。。许多精彩部分照搬进电影却成了生硬和尴尬 作者没有放胆进行电影化的变形 可惜了那么好的文本,还行
十元,难得看到这么好看的荒诞喜剧，虽然作为电影还有一些不足，但是已经很不错了。期待中国也能拍出像《被嫌弃的松子的一生》这样的电影。,力荐
荔枝超人,自知对这种片缺乏鉴赏力，特地请我妈一起去看点映，看完她说不是很好看（集中吐槽一曼老师这个角色写的太过矫情，其他都还好），嗯，我听她的。,较差
马庆云,该片质量在两星到三星之间。确实讽刺了官僚体系，但缺少一种强有力的反抗力度。只展现阴暗，而无反抗阴暗之能力与意志的作品，还算不上好作品。对应的好例子，则是《老炮儿》，有阴暗暴虐，更有强有力的反抗意志。,较差
易老邪,剧作的基本架构还是挺好的，但处理手法过于粗糙生硬，演员用力过猛，舞台剧痕迹太重，看着闹心。编导野心不断膨胀，各种隐喻、暗讽无的放矢、乱飞一气，只管放不管收，终至癫狂错乱、不知所云……总之，整部影片给人一种更年期妇女内分泌失调的感觉。,还行
过气网红小奶球,所以你们这些文人啊，屎到淋头了全得下跪，什么气节？都抵不过钱谦益一句：“水太凉”。,力荐
曾海绵,基于原版话剧本身就很扎实工整的剧本，和强烈的戏剧张力，大电影加入了更多荤段子做包袱和笑点，让这出荒诞讽刺的黑色喜剧更显丰富。舞台剧演员的台词功底让人赞叹，女教师这条故事线被诠释的最完整，片中学做人三个大字道破主旨。个人感觉比夏洛好笑且值得深思，美中不足的是话剧痕迹较重电影感不足。,推荐
陆支羽,3.0。1.驴得水，夹紧了别闹！2.电影感欠佳，但解读空间挺大，剧作上着实费了不少心思；台词很污很野，红白喜事连番闹剧有点趣味。3.结尾似乎有删改，整体可以更好。,还行
苍山老翁,如何将一个话剧班底创作的故事搬到大银幕上，而不让习惯了电影节奏和电影表达方式的观众不产生割裂感和距离感，这是开心麻花目前所急需要解决的问题。故事是个好故事，剧本创意不错，演员演技也是好的，就是观影时明明坐在影院里却时不时被拉到春晚现场，你们考虑过这种瞬间出戏的纠结感吗？,还行
王大根,话剧式表演直接搬到荧幕上真的好可怕，看完感觉像被喷了一脸擦不掉的口水,还行
卢十四,很有意思，但毛病也多。估计原版话剧应该比电影水准高很多。,还行
托尼·王大拿,借古讽今，颇为有种的一次尝试；剧本写的特别硬，却也相当瘸，目的性太强其实很影响合理性和结构性，但依然欣喜于这种电影的存在；整体感观如同看着隔壁脑血栓的吴老二满当院追老母鸡跑丢鞋，可笑更可怜。,推荐
方枪枪,黑色，现在看或许有点魔幻，但放在一定背景下看则就是现实主义了。这片其实不算喜剧，表达的主题与内涵无非是“我们不应该因为美好的愿望去做错误的决定”，在这背后又可能引发的多米诺骨牌效应让你觉得悔恨。然后，对这片最大的尊重，或许是，请你不要笑得那么大声，毕竟这背后需要你有深层次的思考。,还行
帕拉多克斯,体制下劣根性的集中展现，头尾背景设置投机过审。这种电影假象的深度能骗到很多人，而影迷一眼即能识破。[C],还行
同志亦凡人中文站,他妈的谁跟我说这是喜剧的，简直悲得一！塌！糊！涂！借古讽今，民国背锅，最后三分钟才跳出话剧回到电影。华语片应有这样的尝试～,推荐
噗呲噗呲好多鱼,话剧走上银幕的佳作，很难得的讽喻喜剧。包袱，段子，反转，讽刺，对故事节奏的把控恰到好处，满屏荒诞，乐中带悲。,推荐
五色全味,老觉得在看话剧，看了半截都入不了戏,还行
慢先森,出乎意料的好，前半段很污，后半段很黑色。比《夏洛》深刻很多。女教师和铁匠419之后分别的段落和向铁匠老婆坦白之后故意说话伤害铁匠的段落最为动容。缺点是后半段转折有些生硬。瑕不掩瑜，总体很棒。@沙坪坝金逸珠江,力荐
一只麦麦,无论是特定年代封闭场景的设置，还是演员说话接话的方式，乃至于情景剧式的镜头调度，都给人非常强烈的舞台感。前半段是逗乐喜剧，摸准观众笑点依旧是开心麻花的本事，后半段展现了小团体内部价值观的激烈冲突，风格也走向讽刺荒诞。说实话，看完心里五味杂陈，不知如何评价。,还行
不良生,中国教育，求真作假；审丑为美，感同身受。,还行
萨库拉,灾难般的视听语言，无法当做电影来评价。三星给文本，一星给女主。难得在当下的创作里看到张一曼这样一个闪着光的女性形象，演员也很棒，于是摧毁更加动魄惊心。这片子能过审本身已经足够荒诞，果然是魔幻现实主义大国。,推荐
丁小云,比预想的好看一些。明明是喜剧，但看完后感觉有点抑郁。,推荐
Che,即使我这个外行也能看出来这个剧本编的太糟糕了吧，完全就是瞎JB编，无脑愤青一样的转折和对白，无视叙事逻辑和人物动机的合理性，而且难得的让你对任何一个人物都觉得讨厌。简直比烂片还可怕，浪费时间！,较差
第八字母君,故事是个好故事，但是缺乏电影感，人物转变很突兀。作为电影质量不如《夏洛特烦恼》。导演说剧本最初是为电影准备的，但从镜头运用、场面调度、服化道再到表演，甚至故事本身都是满满的话剧味。开头为表现众人简单美好，每场戏每个人全都笑眯眯的，直接观感就是：“怎么连NG条都剪进正片里来了？”,还行
taoxinxu释凡,陈佩斯、冯小刚、宁浩不在时，还有开心麻花懂讽刺喜剧！四个“品行不端”乡下教师，前面是《钦差大臣》式黑色幽默，拿铜匠冒充驴得水，糊弄特派员、外国人。任素汐”交际花”最有喜感、爆发力，高唱《我要你》真好听，尽管后面疯子一枪悲剧矫情，荤段子多，讽刺趋炎附势、教育悲剧、弄虚作假，其它吹过,推荐
狄飞惊,戏剧冲突做得很足，但情感张力完全没出来，我还是坚持之前认定的，开心麻花这个团队尚不具备拍出好电影的能力，道理很简单，倘若以为解决了剧本问题等同于解决了电影问题，那就没有艺术形式的区分。,较差
西帕克,可能是华语电影的年度神片，剧本精心打磨，以喜剧的方式讲述一个悲剧的故事，处处充满辛辣讽刺，有野心，有胆识。电影感上还需要再打磨一下，但总体瑕不掩瑜。,推荐
笑挽冷风,很工整的一部黑色幽默荒诞喜剧，污段子运用的恰到好处，暗讽味道浓厚，可以说这是一部很丰富的电影，话剧味道依然很浓略让人感到不太舒服,推荐
哪吒男,如果一部优秀的话剧，拍成电影并不能让它增添精彩度，那何必要拍呢？,还行
李棂夏,讲的是个羊脂球的故事。意外伤感。戏里的男人都是渣渣，一曼太惊艳我了。,推荐
Morning,因为几乎是话剧形式，所以视听不去说了，不过在话剧基础上，它也像下乘的春晚小品。剧作方面，依旧和《夏》有一样毛病，起手想要缝制孔雀裘，但不是孤勇的巧手晴雯，第一幕后，开始针脚大乱，磕磕巴巴干脆弃了底子。还有这不是讽刺，是美国电影里，小朋友晚会，丑小孩彼得，只能扮演一棵大树那么直白。,很差
巴伐利亚酒神,山河破碎的学校，委曲求全的校长，道默岸然的男人，随性不羁的女人，看似一腔热血却在威权之下瞬间崩塌的年轻人，以及一个有了点知识就背信弃义的铜匠……影片的隐喻和讽刺的力度还不够吗？看上去只有小女孩一个人是个明白人，但，她投奔了延安……,推荐
孔龙,评分虚高。一曼这个角色前期塑造得挺好，后来变疯了就俗了；铁男经了一枪后性情大变，本也可以理解，可惜转变缺少过程；铜匠作为男主，符号严重不出彩；结尾有强行悲剧的意味。整个电影就是一个小品，人物塑造流于表面，感情弱，引不起共鸣，也没多好笑。带着高期望去看的，所以失落感特别明显。,还行
旧书君,看片需心中默念社会主义核心价值观。背景设在大民国居然就狡猾地通过了审查。一出无需捏他任何西方电影梗也能非常好看且后知后觉的剧本。屎尿屁到黑色幽默再到完全笑不出的荒诞讽刺。任素汐一百分。,推荐
CyberKnight电子骑士,不要跟《夏洛》比，两种类型。喜剧性不强，基本算剧情片，但荒诞的黑色味道比较浓。因为源自舞台剧，剧本比较扎实，表演也很不错，特别是演张一曼的（据说没有舞台版好）。但电影的质感很有问题，服装令人出戏，角色背景模糊，民国环境非常可疑，这些都是戏剧改编中出的问题。本来能拍得更为厚实、有劲,还行
旺财博士,年度华语电影最大惊喜，也是目前最佳。一幕魔幻现实的大戏：严丝合缝的精巧剧本，荒诞不经的黑色讽刺，非常闪亮的女性角色，成熟老练的包袱设计。野路子加荤段子，生猛带劲，俨然莫泊桑的套路。大赞女主任素汐，越看越耐看。缺憾么，话剧感明显#讲个笑话，你可别哭#,力荐
camus,年度国产最佳,力荐
沐风而遇周星星,前半部污污污，各种飙车段子。后半部分惨惨惨，理想主义的破灭。情节蛮精彩，一波多折，各种反转层出不穷，有点借古讽今的意思。众生皆苦，无人不惨。电影还是收了些，话剧更直接。,推荐
No Montage,站在某种维度讲，这片子根本算不上电影，镜头感为零，留白为零，所以我不想站在电影的角度去表达观感。总之故事还是有深层次内核的，讽刺意味很强，但是根本逃不出话剧的模式束缚，剧本衔接极不流畅，演员表演痕迹极重，总蹦出“WTF”等莫名其妙的感受。在影院大银幕上看了场舞台剧，这个逼装的可以,较差
赫恩曼尼,“过去的如果就让它过去了，未来只会越来越糟！”一句话说得我鸡皮疙瘩都起来了。有些话，因为太过真实，让人胆战心惊。,力荐
我是大皮哥,好的观众和好的演员一样，你得进得去更要出得来。拿“让我看得不太舒服”的论调去否定一部影片这样的态度真不可取。也许单纯只看情节、抠细节和梗和解读其中的讽刺、隐喻就已经足够劲道尽兴，但于我个人而言，更有趣的在于你去发现、去感知、去记录这部电影所有的，结构的编排节奏点的转化和能量的爆发,力荐
回望长安已苍老,一部话剧，以为自己是电影,还行
迦南Canaan,成也剧本，败也剧本。对于人性丑恶展现的淋漓尽致，极其压抑，因为太真实，太残忍了，不忍心看下去。可是话剧和电影真的不一样，电影镜头语言倒还好，可是剧本细节还是没有好好打磨，整体太刻意了，人物性格虽然完整并且很典型，但转折做的太僵硬不自然，没有过渡。另外年代感的缺失也是片子的问题。,还行
蒜 | BOY A✎,感受很纠结，在说不上喜欢和不那么喜欢之间挣扎，从讽刺喜剧到人间悲剧的表达失态，为了荒诞而荒诞，为了批判而批判，让人难受。优点除了中国历史微观的演绎，就是女主角一个人撑起全片，这个身体主义的情怀担当，成为让人感动又难能可贵的银幕印象 。 是一部生猛而尖锐的电影，荒诞有余，魔幻不足。,还行
我叫卢大胆,故事很喜欢，但里面的人都爱不起来,推荐
what'swilliam,3.6星。1.整体完成度不高，镜头和演员略用力的表演像话剧不像电影。2.笑点以尺度不小的黄段子为首，后半段走讽刺荒诞路线，渐入佳境。3.片子看完你可能很难受，因为你在里面看到自己曾经纯洁如今现实虚伪的一面。4.如果夏洛特烦恼让你记住了一剪梅尹正，这部会让你记住一个满嘴大碴子味的帅哥叫刘帅良,推荐
霧島　司,Incredible China.,力荐
秦汧,以为是喜剧，结果是悲剧。中间有好几段非常感慨。感觉每个人物都是自己，还蛮值得琢磨的。准备二刷走起。,推荐
沙漠里的一条腿,非常棒的讽刺喜剧，虽然青天白日满地红飘扬了好几次，但谁都知道它想说的是谁。前三十年和后三十年的丑恶都露出来了。大家吐槽的戏剧感我倒觉得不是问题，可能是话痨电影看多了吧。技术是糙了点，但立意和力度都值得五星。女主真的特别好,力荐
很爱很爱老咪,中国近代史的微缩与丑陋的民族夹缝生存哲学的嘲讽——权力分配资源，以恐吓各阶级重塑秩序、混淆黑白、制造遗忘，并“保全大局”为名行“牺牲他人”私欲；软骨头的知识分子抱以扫除腐朽的热忱，又易在权、利夹缝中媚上偷生，蔑视农民。后者天真地同国家机器一齐“翻天”后又难逃食物链底层命运,推荐
珺先生,《驴得水》这样的烂片，我一分都不会给。它连称之为艺术都不配。创作者显然忘记了艺术需要提纯和过滤这一基本常识，转身沾沾自喜地搞了一场人性丑恶实验和展览，还自以为高明。它真的能引起人们什么沉重的反思吗？不，它只是让人恶心罢了。出发点错了，怎么做都是错的。,很差
大包砸,说不像电影的，谁规定了电影应该怎样怎样吗。,力荐
Aeccrnticgirl,前三分一的欢声笑语，后三分二的集体沉默…电影厅里大家应该都感受到了…,力荐
大评论家,笑点是夏洛特的一半，深度却要比夏洛特高不少。各种对现在社会和政府官员的讽刺！题材受限，票房也应该未必有夏洛特好。后半部分看的真让人心里难受。虽然人物性格和电影感方面有欠缺，但是在中国这个群魔乱舞的电影市场，实在是一股清流了。今年目前国产电影最佳吧！推荐大家等电影大规模上映去看看！,力荐
SELVEN,68/100 “开心麻花”出品，但《驴》不是一部以喜剧为目的的电影。从头到尾都像在做一场话剧直播，舞台剧的台词为了在缺乏特写的情况下抓住观众，通常写的比较富有情感和戏剧性，但现代电影整体趋势是追求不露痕迹的写实，舞台剧本改不好会伤害到电影所表达的主题。虽有讽刺，但整体还是隔靴搔痒,还行
凌睿,国民政府太腐败了，气的我想冲上去把特派员打一顿，回家之后一定要看两集《新闻联播》来平复心情。看到片尾字幕得知佳佳去了延安的消息，我垂死病中惊坐起，我又重新看到了希望。感谢祖国，感谢党！,还行
m89,友情提示：这不是喜剧。最后要不是投奔了延安，估计就过不了审了。“我可以容忍知识分子的脾气，但也是有限度的。”超浓重的话剧腔，无论是演员的表演，台词的节奏，还是推动观众情绪的方式。所以它的好全都是原作的好，跟电影没啥关系。衷心希望开心麻花团队的下部作品能是原创的电影作品。,还行
勾陈一,都怪这夜色，撩人的疯狂。都怪这吉他，弹得太凄凉。,力荐
Ember,什么傻逼破玩意儿！！用话剧的方式拍电影人物内心全靠巨大嗓门，突兀的手持和旋转镜头似乎看到导演跳出来大喊“我有场面调度啊！”关键是所有角色没一个让人喜欢的，ok你们都是罪人，还最后转嫁给延安老大哥，轻松收获“人性真实”的褒奖，也他妈太偷懒太坏了吧,很差
惘然,看到最后真的好难过……话剧有电影无法做到的癫狂，电影也有话剧无法企及的抒情。事情是荒诞的，世界是荒诞的，人性最荒诞。#一曼老师最美！#,力荐
Hachiko,有成功的话剧打底，剧本成了七成，不过这同时也是种桎梏，毕竟这两种艺术形式还是有不同。荒诞感够多，也够强，笑着笑着哭，不至于，难受倒是有点，最后的戏份有些仓促，华语电影这样不错了。,推荐
朱於宇愈鹏,四声枪响，杀死了浪漫，梦想，务实以及骨子里的倔强。,推荐
小岩井,任素汐演得很讨喜，然而张一曼这个角色本身，真是一言难尽......这个角色身上一旦被人放上女权和自由的标签，整个就变味了。ps：本片最大的笑点来自于身边一位阿姨，一直在迷之笑点地大笑，结尾枪声响起还笑，简直让我出戏。,还行
汤川,任素汐扮演了一个羊脂球式的悲剧性高光角色，她在世人眼中是污浊放荡的，用身体为众人解了围却惨遭轻视、背叛，整部戏在她自扇耳光那一刻可以直逼五星了，可惜最后用力太猛。,力荐
放开那个浪味仙,前半和话剧简直一模一样，后半加进去的一些改编不是很喜欢。话剧舞台上很自然的一些夸大表现放到电影显得有点刻意…整体还是更喜欢话剧。当年那首让人着迷的《我要你》，现在终于被更多人听到了。,还行
你说是相见恨早,这部电影已经给我造成了严重的精神污染，我现在很希望自己能忘记曾经看过这片子…不光是剧情本身，想想那么多做电影的竟然比不过一个做舞台剧的，也真是可悲。,力荐
狷介有乌青,没看过话剧，故事是好故事，放到小说里不会觉得违和。但是电影里对人物后期的设置有强行扭曲之嫌，有些跳脱。让人觉得，诶呀，孬也好，恶也好，狂也好，疯也好，都那么有艺术性,推荐
唐小万,“如果过去就这么过去，未来只会越来越糟”。啊喜欢民国。,推荐
鸭锁骨,一曼的凋零，铁男的委顿，两个中国电影里少有的鲜活立体的人物形象。,推荐
喵驼酱°,看完了特别难受。院线电影难受排名仅次于野马。,力荐
shininglove,今年出现的教科书式反例，题材气质类似前南东欧荒诞情节剧，可诗意，可浪漫，可蒙太奇飞奔神驰，然却以舞台班底囫囵吞枣，不赞成生吞，总得去皮削骨，遗憾于没有二度加工。棉花胡同北剧场大戏实况和西土城4号标放毕作，不是一个概念。,较差
梦羽灵泉,知识分子视角的对知识分子的讽刺，内核中二浅薄，外在乖戾粗暴，体裁设定没有做好，要么你就做好电影叙事，要么就干脆把话剧录下来放大银幕上也不尴尬，不过我倒是觉得如果能真的反倒就直接把话剧舞台搬到荧幕上，就像录播戏曲一样，对我们这种五线小县城看不起话剧的小镇青年来说也是种艺术熏陶,较差
老袁,本质上和强行让人乐的段子电影没有区别，这是强行让人反思“劣根性”的人性电影。,还行
